,gene_id,hacat_stim_1,hacat_stim_2,hacat_unstim_1,hacat_unstim_2,myla_1,myla_2,naive_T_1,naive_T_2,GM12878,hacat_stim,hacat_unstim,myla,naive_T,transcript_hacat_stim_1,transcript_hacat_stim_2,transcript_hacat_unstim_1,transcript_hacat_unstim_2,transcript_myla_1,transcript_myla_2,transcript_naive_T_1,transcript_naive_T_2,transcript_GM12878,transcript_hacat_stim,transcript_hacat_unstim,transcript_myla,transcript_naive_T,linked_SNP_hacat_stim_1,linked_SNP_hacat_stim_2,linked_SNP_hacat_unstim_1,linked_SNP_hacat_unstim_2,linked_SNP_myla_1,linked_SNP_myla_2,linked_SNP_naive_T_1,linked_SNP_naive_T_2,linked_SNP_GM12878,linked_SNP_hacat_stim,linked_SNP_hacat_unstim,linked_SNP_myla,linked_SNP_naive_T,gene_name
24,ENSG00000117602,,,,,,,,,,,,0.0025915956496399997,,,,,,,,,,,,,"{'ENST00000618490', 'ENST00000616511', 'ENST00000538532', 'ENST00000610732', 'ENST00000425530', 'ENST00000436717', 'ENST00000374395'}",,,,,,,,,,,,,"{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}",,RCAN3
25,ENSG00000123329,,,,,,,1.05260304916e-16,1.94146539957e-07,,,,,8.44278980228e-23,,,,,,,"{'ENST00000550399', 'ENST00000548139', 'ENST00000551452', 'ENST00000393791', 'ENST00000424809', 'ENST00000552249', 'ENST00000552604', 'ENST00000549602', 'ENST00000550130', 'ENST00000552066', 'ENST00000430041'}","{'ENST00000548139', 'ENST00000551452', 'ENST00000393791', 'ENST00000430041', 'ENST00000550288', 'ENST00000424809', 'ENST00000393797', 'ENST00000552249', 'ENST00000552604', 'ENST00000549602', 'ENST00000550130', 'ENST00000552066', 'ENST00000550399'}",,,,,"{'ENST00000550399', 'ENST00000548139', 'ENST00000551452', 'ENST00000393791', 'ENST00000424809', 'ENST00000552249', 'ENST00000552604', 'ENST00000549602', 'ENST00000550130', 'ENST00000552066', 'ENST00000430041'}",,,,,,,"{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs75754909_rs2020854', 'rs41423244_rs2020854', 'rs11358218_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs35157967_rs2020854', 'rs181006907_rs2020854', 'rs79750959_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs79824801_rs2020854', 'rs11171806_rs2020854', 'rs2643623_rs2020854', 'rs57279772_rs2020854', 'rs2643626_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs79101914_rs2020854', 'rs80317430_rs2020854', 'rs2695789_rs2020854', 'rs74496027_rs2020854', 'rs192026667_rs2020854', 'rs11575248_rs2020854', 'rs113382723_rs2020854', 'rs773664_rs2020854', 'rs57343616_rs2020854', 'rs111492967_rs2020854', 'rs2695788_rs2020854', 'rs77768890_rs2020854', 'rs60192809_rs2020854', 'rs2066808_rs2020854', 'rs2371494_rs2020854', 'rs142837313_rs2020854', 'rs59811639_rs2020854'}","{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs75754909_rs2020854', 'rs41423244_rs2020854', 'rs57870697_rs2020854', 'rs11358218_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs57367440_rs2020854', 'rs35157967_rs2020854', 'rs181006907_rs2020854', 'rs2066819_rs2020854', 'rs79750959_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs79824801_rs2020854', 'rs11575234_rs2020854', 'rs117779516_rs2020854', 'rs11171806_rs2020854', 'rs113384062_rs2020854', 'rs2066818_rs2020854', 'rs2643623_rs2020854', 'rs11575224_rs2020854', 'rs57279772_rs2020854', 'rs2643626_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs79101914_rs2020854', 'rs80317430_rs2020854', 'rs2695789_rs2020854', 'rs74496027_rs2020854', 'rs192026667_rs2020854', 'rs148874097_rs2020854', 'rs11575248_rs2020854', 'rs113382723_rs2020854', 'ALU_umary_ALU_9228_rs2020854', 'rs11575229_rs2020854', 'rs57343616_rs2020854', 'rs773664_rs2020854', 'rs111492967_rs2020854', 'rs11575231_rs2020854', 'rs371263878_rs2020854', 'rs2695788_rs2020854', 'rs77768890_rs2020854', 'rs2066808_rs2020854', 'rs60192809_rs2020854', 'rs2371494_rs2020854', 'rs142837313_rs2020854', 'rs75598973_rs2020854', 'rs11575232_rs2020854', 'rs59811639_rs2020854'}",,,,,"{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs75754909_rs2020854', 'rs41423244_rs2020854', 'rs57870697_rs2020854', 'rs11358218_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs57367440_rs2020854', 'rs35157967_rs2020854', 'rs181006907_rs2020854', 'rs79750959_rs2020854', 'rs2066819_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs79824801_rs2020854', 'rs11575234_rs2020854', 'rs117779516_rs2020854', 'rs11171806_rs2020854', 'rs113384062_rs2020854', 'rs2643623_rs2020854', 'rs2066818_rs2020854', 'rs11575224_rs2020854', 'rs57279772_rs2020854', 'rs2643626_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs79101914_rs2020854', 'rs80317430_rs2020854', 'rs2695789_rs2020854', 'rs74496027_rs2020854', 'rs192026667_rs2020854', 'rs148874097_rs2020854', 'rs11575248_rs2020854', 'rs113382723_rs2020854', 'rs773664_rs2020854', 'rs11575229_rs2020854', 'rs57343616_rs2020854', 'ALU_umary_ALU_9228_rs2020854', 'rs111492967_rs2020854', 'rs11575231_rs2020854', 'rs2695788_rs2020854', 'rs371263878_rs2020854', 'rs77768890_rs2020854', 'rs60192809_rs2020854', 'rs2066808_rs2020854', 'rs2371494_rs2020854', 'rs142837313_rs2020854', 'rs75598973_rs2020854', 'rs11575232_rs2020854', 'rs59811639_rs2020854'}",ARHGAP9
26,ENSG00000123338,,,,,,,,,,,,,0.00662437089852,,,,,,,,,,,,,"{'ENST00000293373', 'ENST00000545638'}",,,,,,,,,,,,,{'rs57343616_rs2020854'},NCKAP1L
27,ENSG00000123353,,,,,,,2.14928818313e-06,0.007978634956,,,,,2.36922805185e-09,,,,,,,"{'ENST00000552672', 'ENST00000550836', 'ENST00000548974', 'ENST00000243045'}","{'ENST00000552672', 'ENST00000550836', 'ENST00000548974', 'ENST00000243045'}",,,,,"{'ENST00000552672', 'ENST00000550836', 'ENST00000548974', 'ENST00000243045'}",,,,,,,{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},,,,,{'rs57343616_rs2020854'},ORMDL2
28,ENSG00000125347,,,,,0.0031036135262100003,0.0022077187047699997,,,,,0.0011105971791500002,3.32665808648e-07,,,,,,"{'ENST00000437654', 'ENST00000458069', 'ENST00000613424', 'ENST00000405885', 'ENST00000245414'}","{'ENST00000437654', 'ENST00000458069', 'ENST00000613424', 'ENST00000405885', 'ENST00000245414'}",,,,,"{'ENST00000437654', 'ENST00000458069', 'ENST00000613424', 'ENST00000405885', 'ENST00000245414'}","{'ENST00000437654', 'ENST00000458069', 'ENST00000613424', 'ENST00000405885', 'ENST00000245414'}",,,,,,"{'rs10478998_rs715285', 'rs6896703_rs715285', 'rs10076758_rs715285'}","{'rs7733502_rs715285', 'rs6596070_rs715285'}",,,,,"{'rs7733502_rs715285', 'rs6596070_rs715285'}","{'rs10478998_rs715285', 'rs6896703_rs715285', 'rs10076758_rs715285'}",,IRF1
29,ENSG00000131435,,,,,,,,,,,0.00047144036758299995,,,,,,,,,,,,,"{'ENST00000379018', 'ENST00000253754', 'ENST00000418373'}",,,,,,,,,,,,,"{'rs3214098_rs715285', 'rs6596070_rs715285', 'rs7703009_rs715285', 'rs7733502_rs715285', 'rs2301579_rs715285'}",,,PDLIM4
30,ENSG00000132912,,,,,,0.00827832536252,7.7488181284e-06,,,,,,0.000128579051251,,,,,,"{'ENST00000424236', 'ENST00000627368', 'ENST00000447998', 'ENST00000521533', 'ENST00000446090', 'ENST00000518015'}","{'ENST00000424236', 'ENST00000627368', 'ENST00000447998', 'ENST00000521533', 'ENST00000446090', 'ENST00000518015'}",,,,,,"{'ENST00000424236', 'ENST00000627368', 'ENST00000447998', 'ENST00000521533', 'ENST00000446090', 'ENST00000518015'}",,,,,,"{'rs2233278_rs76956521', 'rs146571698_rs76956521', 'rs75851973_rs76956521', 'rs74817271_rs76956521', 'rs115682037_rs76956521', 'rs76956521_rs76956521', 'rs8177833_rs76956521'}","{'rs2233278_rs76956521', 'rs75851973_rs76956521', 'rs115682037_rs76956521', 'rs76956521_rs76956521', 'rs8177833_rs76956521'}",,,,,,"{'rs2233278_rs76956521', 'rs75851973_rs76956521', 'rs115682037_rs76956521', 'rs76956521_rs76956521', 'rs8177833_rs76956521'}",DCTN4
31,ENSG00000133226,,6.8486849842e-15,,2.74945812835e-05,2.90040240872e-06,1.69042269217e-08,1.29966588131e-30,2.77853873525e-07,,3.673519486969999e-15,1.05224546792e-07,7.75315514471e-17,9.91426316073e-34,,"{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}",,"{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}",,"{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}","{'ENST00000447431', 'ENST00000323848', 'ENST00000593639', 'ENST00000374389', 'ENST00000596378'}",,"{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}",,"{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}","{'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs3932664_rs7552167', 'rs7552167_rs7552167', 'rs3932666_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs113333331_rs7552167', 'rs59960858_rs7552167', 'rs4489498_rs7552167', 'rs11249021_rs7552167', 'rs4090311_rs7552167', 'rs78312791_rs7552167', 'rs6424162_rs7552167'}","{'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs3932664_rs7552167', 'rs7552167_rs7552167', 'rs3932666_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs113333331_rs7552167', 'rs59960858_rs7552167', 'rs4489498_rs7552167', 'rs11249021_rs7552167', 'rs4090311_rs7552167', 'rs78312791_rs7552167', 'rs6424162_rs7552167'}","{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}","{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}",,"{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}","{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}","{'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs3932664_rs7552167', 'rs7552167_rs7552167', 'rs3932666_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs113333331_rs7552167', 'rs59960858_rs7552167', 'rs4489498_rs7552167', 'rs11249021_rs7552167', 'rs4090311_rs7552167', 'rs78312791_rs7552167', 'rs6424162_rs7552167'}","{'rs3932664_rs7552167', 'BI_GS_DEL1_B5_P0025_406_rs7552167', 'rs11249021_rs7552167', 'rs7537544_rs7552167', 'rs6424162_rs7552167', 'rs7552167_rs7552167', 'rs7546025_rs7552167', 'rs7540214_rs7552167', 'rs113333331_rs7552167', 'rs4489498_rs7552167', 'rs78312791_rs7552167', 'rs11249020_rs7552167', 'rs146244436_rs7552167', 'rs7546212_rs7552167', 'rs10794647_rs7552167', 'rs3932666_rs7552167', 'rs59960858_rs7552167', 'rs7524201_rs7552167', 'rs4090311_rs7552167'}",SRRM1
32,ENSG00000135392,,,,,,,2.14928818313e-06,0.007978634956,,,,,2.36922805185e-09,,,,,,,{'ENST00000646577'},{'ENST00000646577'},,,,,{'ENST00000646577'},,,,,,,{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},,,,,{'rs57343616_rs2020854'},DNAJC14
33,ENSG00000135404,,,,,,0.00031619612794599997,,,,,,,,,,,,,"{'ENST00000548160', 'ENST00000552164', 'ENST00000546457', 'ENST00000257857', 'ENST00000549117', 'ENST00000551173', 'ENST00000420846', 'ENST00000546939', 'ENST00000552067', 'ENST00000552692', 'ENST00000552754', 'ENST00000548898', 'ENST00000550776'}",,,,,,,,,,,,,{'rs57343616_rs2020854'},,,,,,,,CD63
34,ENSG00000135414,,7.82845072383e-08,,0.00279557814303,0.000254026909327,,3.10604675373e-18,7.473710767919999e-08,1.40548071336e-13,4.4331430066300007e-10,0.00020507900724,5.7932543949199985e-06,5.6293605607199994e-21,,"{'ENST00000257868', 'ENST00000546799'}",,"{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}",,"{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}","{'ENST00000257868', 'ENST00000546799'}",,{'rs57343616_rs2020854'},,{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},,{'rs57343616_rs2020854'},"{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs41423244_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs181006907_rs2020854', 'rs79750959_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs2643623_rs2020854', 'rs57279772_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs2695789_rs2020854', 'rs113382723_rs2020854', 'rs773664_rs2020854', 'rs57343616_rs2020854', 'rs2695788_rs2020854', 'rs60192809_rs2020854', 'rs59811639_rs2020854'}",{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},GDF11
35,ENSG00000135423,,0.007402764753729999,,,,,1.23748041369e-05,,,3.44356478351e-05,,,2.61394774576e-05,,"{'ENST00000610413', 'ENST00000311966', 'ENST00000461077', 'ENST00000623608'}",,,,,"{'ENST00000610413', 'ENST00000623608', 'ENST00000539272', 'ENST00000311966', 'ENST00000461077'}",,,"{'ENST00000610413', 'ENST00000311966', 'ENST00000461077', 'ENST00000623608'}",,,"{'ENST00000610413', 'ENST00000623608', 'ENST00000539272', 'ENST00000311966', 'ENST00000461077'}",,"{'rs2371454_rs2020854', 'rs79718165_rs2020854', 'rs111885088_rs2020854', 'rs77120931_rs2020854', 'rs149980726_rs2020854', 'rs59917308_rs2020854', 'rs1274490_rs2020854', 'rs808919_rs2020854', 'rs149241310_rs2020854', 'rs117305040_rs2020854', 'rs138479608_rs2020854', 'rs138540086_rs2020854', 'rs871130_rs2020854', 'rs59822547_rs2020854'}",,,,,{'rs57343616_rs2020854'},,,"{'rs2371454_rs2020854', 'rs79718165_rs2020854', 'rs111885088_rs2020854', 'rs77120931_rs2020854', 'rs149980726_rs2020854', 'rs59917308_rs2020854', 'rs1274490_rs2020854', 'rs808919_rs2020854', 'rs149241310_rs2020854', 'rs117305040_rs2020854', 'rs138479608_rs2020854', 'rs138540086_rs2020854', 'rs871130_rs2020854', 'rs59822547_rs2020854'}",,,{'rs57343616_rs2020854'},GLS2
36,ENSG00000135437,,,,,,,0.0008033829228230001,5.60223289579e-07,,,,,3.0971417806300003e-07,,,,,,,"{'ENST00000548082', 'ENST00000547072', 'ENST00000257895', 'ENST00000552930'}","{'ENST00000548082', 'ENST00000547072', 'ENST00000257895', 'ENST00000552930'}",,,,,"{'ENST00000548082', 'ENST00000547072', 'ENST00000257895', 'ENST00000552930'}",,,,,,,{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},,,,,"{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs41423244_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs181006907_rs2020854', 'rs79750959_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs2643623_rs2020854', 'rs57279772_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs2695789_rs2020854', 'rs113382723_rs2020854', 'rs773664_rs2020854', 'rs57343616_rs2020854', 'rs2695788_rs2020854', 'rs60192809_rs2020854', 'rs59811639_rs2020854'}",RDH5
37,ENSG00000135441,,,,,,,0.0008033829228230001,5.60223289579e-07,,,,,3.0971417806300003e-07,,,,,,,"{'ENST00000551926', 'ENST00000548925', 'ENST00000547076', 'ENST00000548556', 'ENST00000549147'}","{'ENST00000551926', 'ENST00000548925', 'ENST00000547076', 'ENST00000548556', 'ENST00000549147'}",,,,,"{'ENST00000551926', 'ENST00000548925', 'ENST00000547076', 'ENST00000548556', 'ENST00000549147'}",,,,,,,{'rs57343616_rs2020854'},{'rs57343616_rs2020854'},,,,,"{'rs41392645_rs2020854', 'rs61338787_rs2020854', 'rs2629447_rs2020854', 'rs41423244_rs2020854', 'rs77447765_rs2020854', 'rs76430365_rs2020854', 'rs181006907_rs2020854', 'rs79750959_rs2020854', 'rs141303458_rs2020854', 'rs41363748_rs2020854', 'rs2643623_rs2020854', 'rs57279772_rs2020854', 'rs703830_rs2020854', 'rs116934693_rs2020854', 'rs10876882_rs2020854', 'rs78149779_rs2020854', 'rs2695789_rs2020854', 'rs113382723_rs2020854', 'rs773664_rs2020854', 'rs57343616_rs2020854', 'rs2695788_rs2020854', 'rs60192809_rs2020854', 'rs59811639_rs2020854'}",BLOC1S1
38,ENSG00000135446,,,,,,,0.00168757687068,,,,,,1.13768801263e-05,,,,,,,"{'ENST00000547853', 'ENST00000312990', 'ENST00000551800', 'ENST00000257904', 'ENST00000547281', 'ENST00000552388', 'ENST00000546489', 'ENST00000552254', 'ENST00000552862', 'ENST00000549606'}",,,,,,"{'ENST00000547853', 'ENST00000312990', 'ENST00000551800', 'ENST00000257904', 'ENST00000547281', 'ENST00000552388', 'ENST00000546489', 'ENST00000552254', 'ENST00000552862', 'ENST00000549606'}",,,,,,,{'rs57343616_rs2020854'},,,,,,{'rs57343616_rs2020854'},CDK4
39,ENSG00000135452,,,,,,,0.00168757687068,,,,,,1.13768801263e-05,,,,,,,"{'ENST00000547992', 'ENST00000552816', 'ENST00000547472', 'ENST00000548167'}",,,,,,"{'ENST00000547992', 'ENST00000552816', 'ENST00000547472', 'ENST00000548167'}",,,,,,,{'rs57343616_rs2020854'},,,,,,{'rs57343616_rs2020854'},TSPAN31
40,ENSG00000135469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005456419887949999,1.0,1.0,1.0,1.0,"{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000553234', 'ENST00000551814', 'ENST00000546544'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}","{'ENST00000308197', 'ENST00000433805', 'ENST00000546544', 'ENST00000553234'}",{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},"{'rs60542959_rs2020854', 'rs57343616_rs2020854'}",{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},{'rs60542959_rs2020854'},COQ10A
